1,60.0
2,60.0
3,60.0
4,63.3333
5,60.0
6,60.0
7,60.0
8,60.0
9,56.6667
10,56.6667
11,56.6667
12,53.3333
13,50.0
14,50.0
15,50.0
16,50.0
17,53.3333
18,50.0
19,53.3333
20,56.6667
21,56.6667
22,56.6667
23,56.6667
24,56.6667
25,60.0
26,60.0
27,63.3333
28,60.0
29,63.3333
30,63.3333
31,63.3333
32,60.0
33,60.0
34,56.6667
35,56.6667
36,60.0
37,60.0
38,63.3333
39,63.3333
40,63.3333
41,63.3333
42,66.6667
43,66.6667
44,70.0
45,66.6667
46,66.6667
47,66.6667
48,66.6667
49,63.3333
50,63.3333
51,63.3333
52,63.3333
53,66.6667
54,63.3333
55,60.0
56,60.0
57,60.0
58,60.0
59,60.0
60,56.6667
61,53.3333
62,56.6667
63,56.6667
64,56.6667
65,60.0
66,60.0
67,60.0
68,56.6667
69,60.0
70,56.6667
71,60.0
72,56.6667
73,56.6667
74,56.6667
75,60.0
76,60.0
77,56.6667
78,56.6667
79,56.6667
80,53.3333
81,53.3333
82,53.3333
83,50.0
84,53.3333
85,56.6667
86,53.3333
87,50.0
88,50.0
89,46.6667
90,50.0
91,53.3333
92,53.3333
93,53.3333
94,56.6667
95,56.6667
96,56.6667
97,53.3333
98,56.6667
99,56.6667
100,56.6667
101,56.6667
102,56.6667
103,60.0
104,60.0
105,56.6667
106,56.6667
107,60.0
108,63.3333
109,66.6667
110,66.6667
111,66.6667
112,66.6667
113,66.6667
114,63.3333
115,60.0
116,60.0
117,60.0
118,60.0
119,63.3333
120,60.0
121,60.0
122,56.6667
123,56.6667
124,56.6667
125,53.3333
126,50.0
127,50.0
128,46.6667
129,46.6667
130,46.6667
131,46.6667
132,50.0
133,46.6667
134,43.3333
135,43.3333
136,40.0
137,36.6667
138,36.6667
139,33.3333
140,33.3333
141,33.3333
142,33.3333
143,36.6667
144,36.6667
145,36.6667
146,40.0
147,40.0
148,40.0
149,36.6667
150,40.0
151,36.6667
152,40.0
153,40.0
154,40.0
155,43.3333
156,43.3333
157,43.3333
158,46.6667
159,43.3333
160,43.3333
161,40.0
162,40.0
163,40.0
164,43.3333
165,46.6667
166,46.6667
167,50.0
168,46.6667
169,46.6667
170,50.0
171,46.6667
172,43.3333
173,43.3333
174,43.3333
175,43.3333
176,43.3333
177,46.6667
178,46.6667
179,46.6667
180,43.3333
181,43.3333
182,43.3333
183,40.0
184,36.6667
185,36.6667
186,36.6667
187,36.6667
188,36.6667
189,40.0
190,40.0
191,40.0
192,36.6667
193,36.6667
194,33.3333
195,33.3333
196,33.3333
197,30.0
198,30.0
199,33.3333
200,33.3333
201,33.3333
202,36.6667
203,36.6667
204,40.0
205,40.0
206,36.6667
207,36.6667
208,40.0
209,43.3333
210,43.3333
211,43.3333
212,40.0
213,40.0
214,40.0
215,40.0
216,43.3333
217,43.3333
218,40.0
219,40.0
220,43.3333
221,46.6667
222,46.6667
223,50.0
224,53.3333
225,53.3333
226,53.3333
227,56.6667
228,56.6667
229,53.3333
230,53.3333
231,56.6667
232,56.6667
233,53.3333
234,53.3333
235,53.3333
236,56.6667
237,53.3333
238,50.0
239,50.0
240,53.3333
241,56.6667
242,60.0
243,60.0
244,60.0
245,60.0
246,60.0
247,60.0
248,60.0
249,60.0
250,56.6667
